ep,scene,target_speaker,prompt,gold,gen
S10E17,7.0,Penny,"<Penny>: You know, it’s no big deal. I can put up with anything for three days.
<Amy>: Comic-Con’s five days.
<Penny>: Are you kidding me?
<Amy>: Why don’t you just tell him you don’t want to go?
<Penny>: I can’t, it’ll break his heart. You know, he’s always making an effort to do things with me he doesn’t enjoy, like going outside.
<Amy>: He is an indoor cat.
<Penny>:","You know, maybe it won’t be that bad. Leonard says it’s really mainstream now. Comic books aren’t just for sad nerds any more. I mean, it is still a key part of their demographic.","I’m not kidding. He’s never done anything outside that he didn’t want to do.
<Amy>: Oh, okay. He’ll understand.
<Penny>: He’ll understand"
S10E23,6.0,Howard,"<Bernadette>: You doing okay?
<Howard>:",Not really.,"Yeah, I’m good. Just a little busy, you know?
<Bernadette>: (laughs) Yeah, I can see that. But I’m so glad we’re still together.
<"
S10E23,6.0,Bernadette,"<Bernadette>: You doing okay?
<Howard>: Not really.
<Bernadette>:",Want me to put on some Neil Diamond? That always makes you feel better.,"You got a minute?
<Howard>: Sure.

SCENE 4:

Bernadette is sitting at her desk, looking at a computer screen.

Bernadette: (voice"
S10E23,6.0,Howard,"<Bernadette>: You doing okay?
<Howard>: Not really.
<Bernadette>: Want me to put on some Neil Diamond? That always makes you feel better.
<Howard>:","No. Then you’ll get all sexed up and I’m not in the mood. I mean, an entire year wasted.","(sighs) Thanks, but I can't stand the guy.
<Bernadette>: (smiling) Well, at least he's a legend in his own mind.

(The two are"
S10E23,6.0,Bernadette,"<Bernadette>: You doing okay?
<Howard>: Not really.
<Bernadette>: Want me to put on some Neil Diamond? That always makes you feel better.
<Howard>: No. Then you’ll get all sexed up and I’m not in the mood. I mean, an entire year wasted.
<Bernadette>:",You might be forgetting another accomplishment of the past year.,"(laughing) Of course, Howard. But I’ll try to make it up to you.
The next morning, Howard and Bernadette go for a walk. She’s wearing a leotard and pant"
S10E23,6.0,Howard,"<Bernadette>: You doing okay?
<Howard>: Not really.
<Bernadette>: Want me to put on some Neil Diamond? That always makes you feel better.
<Howard>: No. Then you’ll get all sexed up and I’m not in the mood. I mean, an entire year wasted.
<Bernadette>: You might be forgetting another accomplishment of the past year.
<Howard>:","Oh. Yeah, yeah, we brought life into the world.","What’s that?
<Bernadette>: You’ve been reading the same book every day.
<Howard>: Yes, I have. I’m doing a story on the history of the world.
<"
S10E23,6.0,Bernadette,"<Bernadette>: You doing okay?
<Howard>: Not really.
<Bernadette>: Want me to put on some Neil Diamond? That always makes you feel better.
<Howard>: No. Then you’ll get all sexed up and I’m not in the mood. I mean, an entire year wasted.
<Bernadette>: You might be forgetting another accomplishment of the past year.
<Howard>: Oh. Yeah, yeah, we brought life into the world.
<Bernadette>:",Really? That’s the importance you put on us having a baby?,"(Laughs) I’m just saying.

(Bernadette starts to sing a lively rendition of ""Sweet Caroline."")

FADE OUT."
S10E23,6.0,Howard,"<Howard>: Not really.
<Bernadette>: Want me to put on some Neil Diamond? That always makes you feel better.
<Howard>: No. Then you’ll get all sexed up and I’m not in the mood. I mean, an entire year wasted.
<Bernadette>: You might be forgetting another accomplishment of the past year.
<Howard>: Oh. Yeah, yeah, we brought life into the world.
<Bernadette>: Really? That’s the importance you put on us having a baby?
<Howard>:","I’m happy about it, but, I mean, it’s not like I did much. I mean, after the first three minutes it was pretty much all you.","Yes. And that’s why we’re here.
<Bernadette>: (nodding) You’re a wonderful dad.
<Howard>: (smiling) Yeah. I’m glad we"
S10E15,6.0,Leonard,"<Howard>: I can’t believe we have to ask Sheldon to come back and help us.
<Leonard>:","Oh, boo-hoo. I spent four grand on a gift that only got rid of him for an afternoon. What is that?","But he’s the only one who knows the recipe for the perfect pizza.
<Sheldon>: I don’t know about that. I’ve been in charge of the recipe for the past 50"
S10E15,6.0,Howard,"<Howard>: I can’t believe we have to ask Sheldon to come back and help us.
<Leonard>: Oh, boo-hoo. I spent four grand on a gift that only got rid of him for an afternoon. What is that?
<Howard>:","I don’t know, but if he yells It’s alive, we run.","It’s a piece of art.
<Leonard>: What’s a piece of art?
<Howard>: It’s a piece of art.
<Leonard>: What’s a piece of art"
S10E15,6.0,Sheldon,"<Howard>: I can’t believe we have to ask Sheldon to come back and help us.
<Leonard>: Oh, boo-hoo. I spent four grand on a gift that only got rid of him for an afternoon. What is that?
<Howard>: I don’t know, but if he yells It’s alive, we run.
<Sheldon>:","Oh, hey. If you knocked, I couldn’t hear you. I’m welding this locomotive engine. And if you didn’t knock, how about some manners?","(in a high-pitched voice) It’s alive!

Scene 2

(The gang is sitting around the coffee table, drinking coffee, and discussing their latest gadget idea)"
S10E15,6.0,Howard,"<Howard>: I can’t believe we have to ask Sheldon to come back and help us.
<Leonard>: Oh, boo-hoo. I spent four grand on a gift that only got rid of him for an afternoon. What is that?
<Howard>: I don’t know, but if he yells It’s alive, we run.
<Sheldon>: Oh, hey. If you knocked, I couldn’t hear you. I’m welding this locomotive engine. And if you didn’t knock, how about some manners?
<Howard>:",How’d you even get that up the stairs?,"You’re going to have to work on that.
Sheldon: You’re going to have to work on that.
<Leonard>: You know, I don’t have much respect for Sheldon."
S10E15,6.0,Sheldon,"<Howard>: I can’t believe we have to ask Sheldon to come back and help us.
<Leonard>: Oh, boo-hoo. I spent four grand on a gift that only got rid of him for an afternoon. What is that?
<Howard>: I don’t know, but if he yells It’s alive, we run.
<Sheldon>: Oh, hey. If you knocked, I couldn’t hear you. I’m welding this locomotive engine. And if you didn’t knock, how about some manners?
<Howard>: How’d you even get that up the stairs?
<Sheldon>:","I said to myself, I think I can, I think I can. And then I couldn’t, so I paid two men who promised not to come rob us later.","Oh, that’s easy. I had to climb up on the ceiling.
<Leonard>: And then you had to crawl under the engine.
<Sheldon>: (sighs) I’"
S10E15,6.0,Leonard,"<Howard>: I can’t believe we have to ask Sheldon to come back and help us.
<Leonard>: Oh, boo-hoo. I spent four grand on a gift that only got rid of him for an afternoon. What is that?
<Howard>: I don’t know, but if he yells It’s alive, we run.
<Sheldon>: Oh, hey. If you knocked, I couldn’t hear you. I’m welding this locomotive engine. And if you didn’t knock, how about some manners?
<Howard>: How’d you even get that up the stairs?
<Sheldon>: I said to myself, I think I can, I think I can. And then I couldn’t, so I paid two men who promised not to come rob us later.
<Leonard>:","Okay, look, Sheldon, the Colonel wants us to make the guidance system smaller, and we can’t do it without you.","Well, we’re not going to rob you. We’re just going to help you.
<Sheldon>: (laughs) Thank you.

Based on the text material above, generate the response to"
S10E15,6.0,Sheldon,"<Leonard>: Oh, boo-hoo. I spent four grand on a gift that only got rid of him for an afternoon. What is that?
<Howard>: I don’t know, but if he yells It’s alive, we run.
<Sheldon>: Oh, hey. If you knocked, I couldn’t hear you. I’m welding this locomotive engine. And if you didn’t knock, how about some manners?
<Howard>: How’d you even get that up the stairs?
<Sheldon>: I said to myself, I think I can, I think I can. And then I couldn’t, so I paid two men who promised not to come rob us later.
<Leonard>: Okay, look, Sheldon, the Colonel wants us to make the guidance system smaller, and we can’t do it without you.
<Sheldon>:","Interesting. Well, so I was right.","I’m sorry, I’m not available right now. I’m busy.
<Leonard>: So, you’re busy?
<Sheldon>: Yeah. It’s the only way I can afford"
S10E15,6.0,Howard,"<Howard>: I don’t know, but if he yells It’s alive, we run.
<Sheldon>: Oh, hey. If you knocked, I couldn’t hear you. I’m welding this locomotive engine. And if you didn’t knock, how about some manners?
<Howard>: How’d you even get that up the stairs?
<Sheldon>: I said to myself, I think I can, I think I can. And then I couldn’t, so I paid two men who promised not to come rob us later.
<Leonard>: Okay, look, Sheldon, the Colonel wants us to make the guidance system smaller, and we can’t do it without you.
<Sheldon>: Interesting. Well, so I was right.
<Howard>:",Open a window. It’s about to get smug in here.,"Well, that’s a start. We’ve got to make it smaller.
<Leonard>: And we can’t do it without you.
<Sheldon>: Interesting. Well, so we’ll"
S10E15,6.0,Sheldon,"<Sheldon>: Oh, hey. If you knocked, I couldn’t hear you. I’m welding this locomotive engine. And if you didn’t knock, how about some manners?
<Howard>: How’d you even get that up the stairs?
<Sheldon>: I said to myself, I think I can, I think I can. And then I couldn’t, so I paid two men who promised not to come rob us later.
<Leonard>: Okay, look, Sheldon, the Colonel wants us to make the guidance system smaller, and we can’t do it without you.
<Sheldon>: Interesting. Well, so I was right.
<Howard>: Open a window. It’s about to get smug in here.
<Sheldon>:","Well, I would love to help you, but since I discovered the satisfaction of working with my hands on a train engine, I don’t think I can go back to theory. I’m an engineer now. And, hey, just to be clear, a train engineer. Not that goofy kind you are.","Yeah, I know. And it’s not a good sign.
<Leonard>: Okay, Sheldon, it’s getting smug, so what do you want?
<Sheldon>: I want to"
S10E15,6.0,Leonard,"<Howard>: How’d you even get that up the stairs?
<Sheldon>: I said to myself, I think I can, I think I can. And then I couldn’t, so I paid two men who promised not to come rob us later.
<Leonard>: Okay, look, Sheldon, the Colonel wants us to make the guidance system smaller, and we can’t do it without you.
<Sheldon>: Interesting. Well, so I was right.
<Howard>: Open a window. It’s about to get smug in here.
<Sheldon>: Well, I would love to help you, but since I discovered the satisfaction of working with my hands on a train engine, I don’t think I can go back to theory. I’m an engineer now. And, hey, just to be clear, a train engineer. Not that goofy kind you are.
<Leonard>:","Sheldon, you can still go on the trip in a few weeks. Just help us out.","You’re right, Sheldon. I mean, we’re not the kind of engineers who put the brakes on a train.
<Sheldon>: Oh, Leonard, you and I both know that’s"
S10E15,6.0,Sheldon,"<Sheldon>: I said to myself, I think I can, I think I can. And then I couldn’t, so I paid two men who promised not to come rob us later.
<Leonard>: Okay, look, Sheldon, the Colonel wants us to make the guidance system smaller, and we can’t do it without you.
<Sheldon>: Interesting. Well, so I was right.
<Howard>: Open a window. It’s about to get smug in here.
<Sheldon>: Well, I would love to help you, but since I discovered the satisfaction of working with my hands on a train engine, I don’t think I can go back to theory. I’m an engineer now. And, hey, just to be clear, a train engineer. Not that goofy kind you are.
<Leonard>: Sheldon, you can still go on the trip in a few weeks. Just help us out.
<Sheldon>:",Sorry. I need to work on this engine so when I get to the train yard I won’t look foolish.,"Well, I’ll help out, but I’m not going to be a train engineer.
<Howard>: Look, we need your help, Sheldon. The Colonel is counting on us to make this work."
S10E15,6.0,Howard,"<Leonard>: Okay, look, Sheldon, the Colonel wants us to make the guidance system smaller, and we can’t do it without you.
<Sheldon>: Interesting. Well, so I was right.
<Howard>: Open a window. It’s about to get smug in here.
<Sheldon>: Well, I would love to help you, but since I discovered the satisfaction of working with my hands on a train engine, I don’t think I can go back to theory. I’m an engineer now. And, hey, just to be clear, a train engineer. Not that goofy kind you are.
<Leonard>: Sheldon, you can still go on the trip in a few weeks. Just help us out.
<Sheldon>: Sorry. I need to work on this engine so when I get to the train yard I won’t look foolish.
<Howard>:",He’s worried about looking foolish. That’s a heapin’ helping of irony right there.,"Okay. We’ll just have to rely on your engineering skills.
<Leonard>: Alright, we’ll get you a replacement.
<Sheldon>: And we’ll get you a replacement engine."
S10E15,6.0,Leonard,"<Sheldon>: Interesting. Well, so I was right.
<Howard>: Open a window. It’s about to get smug in here.
<Sheldon>: Well, I would love to help you, but since I discovered the satisfaction of working with my hands on a train engine, I don’t think I can go back to theory. I’m an engineer now. And, hey, just to be clear, a train engineer. Not that goofy kind you are.
<Leonard>: Sheldon, you can still go on the trip in a few weeks. Just help us out.
<Sheldon>: Sorry. I need to work on this engine so when I get to the train yard I won’t look foolish.
<Howard>: He’s worried about looking foolish. That’s a heapin’ helping of irony right there.
<Leonard>:","Come on, you know you’re not leaving physics. Why are you doing this?","Sheldon, you’re not fooling anyone. You’re just a goofy-looking engineer with a train engine.
<Sheldon>: That’s the point. I’m not fooling anyone."
S10E15,6.0,Sheldon,"<Howard>: Open a window. It’s about to get smug in here.
<Sheldon>: Well, I would love to help you, but since I discovered the satisfaction of working with my hands on a train engine, I don’t think I can go back to theory. I’m an engineer now. And, hey, just to be clear, a train engineer. Not that goofy kind you are.
<Leonard>: Sheldon, you can still go on the trip in a few weeks. Just help us out.
<Sheldon>: Sorry. I need to work on this engine so when I get to the train yard I won’t look foolish.
<Howard>: He’s worried about looking foolish. That’s a heapin’ helping of irony right there.
<Leonard>: Come on, you know you’re not leaving physics. Why are you doing this?
<Sheldon>:","Leonard, in the world of theoretical physics, you never finish. So much is unprovable. But when I was studying that railway guide, it was so tangible and so satisfying that something just clicked. Then it clacked. Then it clicked, then it clacked, click-clack clickety-clack, and here we are. Whoo-whoo.","I just love trains. They’re so cool.
<Leonard>: (nodding) That’s why you’re not going to the train yard.
<Howard>: (sarcastic) Maybe"
S06E20,8.0,Sheldon,"<Amy>: You know, if you really want tenure, maybe you should cozy up to the people making the decision.
<Sheldon>:",Sheldon Cooper does not do cozy.,"That's a good point. Maybe I should just be a nice guy.
<Amy>: I don't think you're that kind of person, Sheldon.
<Sheldon>: (sigh"
S06E20,8.0,Amy,"<Amy>: You know, if you really want tenure, maybe you should cozy up to the people making the decision.
<Sheldon>: Sheldon Cooper does not do cozy.
<Amy>:",You don’t say.,"Oh, so you're saying we should avoid them?
<Sheldon>: No, I'm saying we should not engage in any kind of conversation with them.
<Amy>: That's not what I"
S06E20,8.0,Sheldon,"<Amy>: You know, if you really want tenure, maybe you should cozy up to the people making the decision.
<Sheldon>: Sheldon Cooper does not do cozy.
<Amy>: You don’t say.
<Sheldon>:","But I suppose it wouldn’t hurt to know who’s on the committee. Let’s see. Oh, Janine Davis. Oh, dear.","Sheldon Cooper is a hard-ass scientist who doesn’t believe in cozying up to people who make decisions about his life.
<Amy>: So, you’re saying he’s a bully"
S06E20,8.0,Amy,"<Amy>: You know, if you really want tenure, maybe you should cozy up to the people making the decision.
<Sheldon>: Sheldon Cooper does not do cozy.
<Amy>: You don’t say.
<Sheldon>: But I suppose it wouldn’t hurt to know who’s on the committee. Let’s see. Oh, Janine Davis. Oh, dear.
<Amy>:",Is that a problem?,"Sheldon, how do you even know that?
<Sheldon>: Oh, right. It’s the girl who once told me I was the most intelligent man in the room.
<Amy>: Sheld"
S06E20,8.0,Sheldon,"<Amy>: You know, if you really want tenure, maybe you should cozy up to the people making the decision.
<Sheldon>: Sheldon Cooper does not do cozy.
<Amy>: You don’t say.
<Sheldon>: But I suppose it wouldn’t hurt to know who’s on the committee. Let’s see. Oh, Janine Davis. Oh, dear.
<Amy>: Is that a problem?
<Sheldon>:",Well…,"That’s a problem, Amy. Janine Davis is one of the most powerful women in the school, and the managers have told me that she’s going to make the decision.
<Amy>: Sheldon,"
S06E20,8.0,Sheldon,"<Amy>: You know, if you really want tenure, maybe you should cozy up to the people making the decision.
<Sheldon>: Sheldon Cooper does not do cozy.
<Amy>: You don’t say.
<Sheldon>: But I suppose it wouldn’t hurt to know who’s on the committee. Let’s see. Oh, Janine Davis. Oh, dear.
<Amy>: Is that a problem?
<Sheldon>: Well…
<Sheldon>:",Even you. You’re a slave.,"(pauses)

Scene 3:

In the hallway outside the office.

<Amy>: Sheldon, did you tell Janine Davis that you’re not interested in tenure?"
S06E20,8.0,Sheldon,"<Amy>: You don’t say.
<Sheldon>: But I suppose it wouldn’t hurt to know who’s on the committee. Let’s see. Oh, Janine Davis. Oh, dear.
<Amy>: Is that a problem?
<Sheldon>: Well…
<Sheldon>: Even you. You’re a slave.
<Janine>: I’m a what?
<Sheldon>:","I’m not sure, it could go either way.","A slave. The only kind of slave that exists in this universe is you, Janine.
<Amy>: Oh, I see.
<Janine>: You’re the only one who’s ever been able to see"
S03E11,4.0,Penny,"<Beverley>: Thank you for driving me back to my hotel.
<Penny>:","Oh, it’s not a problem.","Sure, no problem at all. I'm glad I could help.

Based on the conversation, it's clear that Penny is a friendly and outgoing person who enjoys making new friends. She's also"
S03E11,4.0,Penny,"<Beverley>: Thank you for driving me back to my hotel.
<Penny>: Oh, it’s not a problem.
<Beverley>: I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don’t want someone like that operating heavy machinery.
<Penny>:","No, you do not.","(smiling) That's understandable.

Based on the text material above, generate the response to the following quesion or instruction: What is the main conflict in the scene between Penny and Leonard?"
S03E11,4.0,Penny,"<Beverley>: Thank you for driving me back to my hotel.
<Penny>: Oh, it’s not a problem.
<Beverley>: I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don’t want someone like that operating heavy machinery.
<Penny>: No, you do not.
<Beverley>: Your check engine light is on.
<Penny>:","Yeah, I gotta put a sticker over that. So, uh, you must be devastated about your divorce.","No, I checked it earlier.
<Beverley>: I see. Well, you have a few options. You can take it to the dealership or you can take it to a mechanic.
<Penny>:"
S03E11,4.0,Penny,"<Penny>: Oh, it’s not a problem.
<Beverley>: I was going to ask Leonard to do it, but he seemed a bit emotionally unstable and you don’t want someone like that operating heavy machinery.
<Penny>: No, you do not.
<Beverley>: Your check engine light is on.
<Penny>: Yeah, I gotta put a sticker over that. So, uh, you must be devastated about your divorce.
<Beverley>: Oh, not at all. But I am a bit distressed to be in a vehicle that’s not subjected to regular maintenance.
<Penny>:","Come on, I mean, you’re not upset that your marriage is over?","Well, it’s a good thing we’re all in the same vehicle.
<Beverley>: Yes, we are. But you’re not driving.
<Penny>: No, I’m not."
S03E11,4.0,Penny,"<Penny>: No, you do not.
<Beverley>: Your check engine light is on.
<Penny>: Yeah, I gotta put a sticker over that. So, uh, you must be devastated about your divorce.
<Beverley>: Oh, not at all. But I am a bit distressed to be in a vehicle that’s not subjected to regular maintenance.
<Penny>: Come on, I mean, you’re not upset that your marriage is over?
<Beverley>: Well, initially I felt something akin to grief and perhaps anger, but that’s the natural reaction of the limbic system to being betrayed by a loathsome son of a bitch.
<Penny>:","Sure, sure.","But you’re not angry at me?
<Beverley>: No, I’m not. But I am still angry at you.
<Penny>: What’s wrong with me?
<Beverley"
S03E11,4.0,Penny,"<Penny>: Yeah, I gotta put a sticker over that. So, uh, you must be devastated about your divorce.
<Beverley>: Oh, not at all. But I am a bit distressed to be in a vehicle that’s not subjected to regular maintenance.
<Penny>: Come on, I mean, you’re not upset that your marriage is over?
<Beverley>: Well, initially I felt something akin to grief and perhaps anger, but that’s the natural reaction of the limbic system to being betrayed by a loathsome son of a bitch.
<Penny>: Sure, sure.
<Beverley>: Thankfully, my shock was somewhat mitigated by the fact that I haven’t had intercourse with him in eight years.
<Penny>:",Eight years?,"Yeah, that’s really sad.
<Beverley>: It’s not that I’m not sexually attracted to him, it’s just that I’ve been too consumed with grief and anger to"
S03E11,4.0,Penny,"<Penny>: Come on, I mean, you’re not upset that your marriage is over?
<Beverley>: Well, initially I felt something akin to grief and perhaps anger, but that’s the natural reaction of the limbic system to being betrayed by a loathsome son of a bitch.
<Penny>: Sure, sure.
<Beverley>: Thankfully, my shock was somewhat mitigated by the fact that I haven’t had intercourse with him in eight years.
<Penny>: Eight years?
<Beverley>: Oh, that’s nothing. I’ve been responsible for my own orgasms since 1982.
<Penny>:",Yikes. What’s so funny?,"That’s impressive.
<Beverley>: Yeah, and I’m not going to stop there.
<Penny>: I’m impressed.
<Beverley>: (sighs) I"
S03E11,4.0,Penny,"<Penny>: Sure, sure.
<Beverley>: Thankfully, my shock was somewhat mitigated by the fact that I haven’t had intercourse with him in eight years.
<Penny>: Eight years?
<Beverley>: Oh, that’s nothing. I’ve been responsible for my own orgasms since 1982.
<Penny>: Yikes. What’s so funny?
<Beverley>: That’s exactly what I say during orgasms. Yikes.
<Penny>:",You know what? I could use a drink. Do you want to stop for a drink?,"(laughs) That’s hilarious.

(Beverley continues to share personal anecdotes, and Penny jokes back)

(Cut to Penny in bed, naked"
S03E11,4.0,Penny,"<Penny>: Eight years?
<Beverley>: Oh, that’s nothing. I’ve been responsible for my own orgasms since 1982.
<Penny>: Yikes. What’s so funny?
<Beverley>: That’s exactly what I say during orgasms. Yikes.
<Penny>: You know what? I could use a drink. Do you want to stop for a drink?
<Beverley>: Oh, I don’t drink.
<Penny>:","I do, I’ll teach you.","Okay. But you’re not allowed to drink during orgasms.
<Beverley>: I’ve been told.
<Penny>: That’s the spirit. Let’s go.

Based"
S09E19,1.0,Howard,"<Leonard>: This is cool. When was the last time you and I built something together?
<Howard>:",Scientifically? A little over a year ago. LEGOs? Last week in my room.,"It's been a while, but I remember building a really cool circuit board for a friend.
<Leonard>: Oh, that's cool. I remember that.
<Howard>: And we both used a bread"
S09E19,1.0,Leonard,"<Leonard>: This is cool. When was the last time you and I built something together?
<Howard>: Scientifically? A little over a year ago. LEGOs? Last week in my room.
<Leonard>:","If there was a Nobel Prize for Millennium Falcons that fall apart when you pick them up, we’d be set.","You're not in a good mood.
<Howard>: I'm not? I'm just tired. I don't think I've slept in a week.
<Leonard>: You'"
S09E19,1.0,Penny,"<Leonard>: This is cool. When was the last time you and I built something together?
<Howard>: Scientifically? A little over a year ago. LEGOs? Last week in my room.
<Leonard>: If there was a Nobel Prize for Millennium Falcons that fall apart when you pick them up, we’d be set.
<Penny>:","Hey, guys.","You know, Leonard, I think we should get a group together to build something next week.
<Leonard>: I’m all for it. But I’m not sure I’m in the mood to play with"
S09E19,1.0,Leonard,"<Leonard>: This is cool. When was the last time you and I built something together?
<Howard>: Scientifically? A little over a year ago. LEGOs? Last week in my room.
<Leonard>: If there was a Nobel Prize for Millennium Falcons that fall apart when you pick them up, we’d be set.
<Penny>: Hey, guys.
<Leonard>:",Hey. What are you doing here?,"(fighting back tears) Hey, Penny.
<Penny>: How’s your day been, guys?
<Howard>: Pretty good.
<Leonard>: (smiling) I’"
S09E19,1.0,Bernadette,"<Leonard>: This is cool. When was the last time you and I built something together?
<Howard>: Scientifically? A little over a year ago. LEGOs? Last week in my room.
<Leonard>: If there was a Nobel Prize for Millennium Falcons that fall apart when you pick them up, we’d be set.
<Penny>: Hey, guys.
<Leonard>: Hey. What are you doing here?
<Bernadette>:",We heard there were some sexy scientists working hard all weekend.,"We’re working on a new episode of our podcast.
<Howard>: Can you give me a quick rundown on the plot?
<Bernadette>: Sure. We’ve been invited to the local science"
S09E19,1.0,Penny,"<Leonard>: This is cool. When was the last time you and I built something together?
<Howard>: Scientifically? A little over a year ago. LEGOs? Last week in my room.
<Leonard>: If there was a Nobel Prize for Millennium Falcons that fall apart when you pick them up, we’d be set.
<Penny>: Hey, guys.
<Leonard>: Hey. What are you doing here?
<Bernadette>: We heard there were some sexy scientists working hard all weekend.
<Penny>:","Yup, so we brought you some lunch and we are gonna go look for ’em.","Yeah, that’s right.
<Leonard>: (smirks) I’ll admit, I’m a little jealous.
<Bernadette>: (chuckles) We’re not here to"
S09E19,1.0,Leonard,"<Howard>: Scientifically? A little over a year ago. LEGOs? Last week in my room.
<Leonard>: If there was a Nobel Prize for Millennium Falcons that fall apart when you pick them up, we’d be set.
<Penny>: Hey, guys.
<Leonard>: Hey. What are you doing here?
<Bernadette>: We heard there were some sexy scientists working hard all weekend.
<Penny>: Yup, so we brought you some lunch and we are gonna go look for ’em.
<Leonard>:","Soup, sandwiches and emasculation, just like my mom used to make.","(grinning) I’ll be right behind you.
<Bernadette>: (laughing) Don’t worry, Leonard. We’ll make sure to find them.
<Penny>: (wh"
S09E19,1.0,Penny,"<Leonard>: If there was a Nobel Prize for Millennium Falcons that fall apart when you pick them up, we’d be set.
<Penny>: Hey, guys.
<Leonard>: Hey. What are you doing here?
<Bernadette>: We heard there were some sexy scientists working hard all weekend.
<Penny>: Yup, so we brought you some lunch and we are gonna go look for ’em.
<Leonard>: Soup, sandwiches and emasculation, just like my mom used to make.
<Penny>:","So, how’s it goin’?","Yes, mom would be proud.
(The doorbell rings, and they go to answer it.)
(The door opens, and they see a tall, dark-haired man in a lab coat standing there.)
(P"
S09E19,1.0,Leonard,"<Penny>: Hey, guys.
<Leonard>: Hey. What are you doing here?
<Bernadette>: We heard there were some sexy scientists working hard all weekend.
<Penny>: Yup, so we brought you some lunch and we are gonna go look for ’em.
<Leonard>: Soup, sandwiches and emasculation, just like my mom used to make.
<Penny>: So, how’s it goin’?
<Leonard>:",Good. Slow.,"Good, good. So, what’s the story?
<Bernadette>: We’re on a mission to find some sexy scientists.
<Leonard>: And you’re gonna do the l"
S09E19,1.0,Howard,"<Leonard>: Hey. What are you doing here?
<Bernadette>: We heard there were some sexy scientists working hard all weekend.
<Penny>: Yup, so we brought you some lunch and we are gonna go look for ’em.
<Leonard>: Soup, sandwiches and emasculation, just like my mom used to make.
<Penny>: So, how’s it goin’?
<Leonard>: Good. Slow.
<Howard>:","There’s a lot of tedious setup, but once we get through that it should go quicker.","Oh, great.
<Leonard>: That’s good. I’m getting better at it.
<Bernadette>: Yeah, it’s like a new job.
<Leonard>: Except"
S09E19,1.0,Penny,"<Bernadette>: We heard there were some sexy scientists working hard all weekend.
<Penny>: Yup, so we brought you some lunch and we are gonna go look for ’em.
<Leonard>: Soup, sandwiches and emasculation, just like my mom used to make.
<Penny>: So, how’s it goin’?
<Leonard>: Good. Slow.
<Howard>: There’s a lot of tedious setup, but once we get through that it should go quicker.
<Penny>:",Is there anything we can do to help?,"Oh, I’m sure. But I’ve got some ideas.
<Leonard>: I’ve got some ideas, too.
<Penny>: You know, we could do a little bit of a ‘"
S09E19,1.0,Leonard,"<Penny>: Yup, so we brought you some lunch and we are gonna go look for ’em.
<Leonard>: Soup, sandwiches and emasculation, just like my mom used to make.
<Penny>: So, how’s it goin’?
<Leonard>: Good. Slow.
<Howard>: There’s a lot of tedious setup, but once we get through that it should go quicker.
<Penny>: Is there anything we can do to help?
<Leonard>:","You know what, this part isn’t that technical. You actually could.","I can always help, but I’m not really in the mood to be doing this right now.
<Howard>: Well, I’m sure you can still do your part.
<Penny>: Thanks,"
S09E19,1.0,Penny,"<Leonard>: Soup, sandwiches and emasculation, just like my mom used to make.
<Penny>: So, how’s it goin’?
<Leonard>: Good. Slow.
<Howard>: There’s a lot of tedious setup, but once we get through that it should go quicker.
<Penny>: Is there anything we can do to help?
<Leonard>: You know what, this part isn’t that technical. You actually could.
<Penny>:","Wow, really? Called my bluff. All righty then.","Actually, we can help.
<Leonard>: I’m not talking about the computer stuff. I’m talking about how to get the computer to do what you want it to do.
<Howard>: You mean"
S09E19,1.0,Bernadette,"<Penny>: So, how’s it goin’?
<Leonard>: Good. Slow.
<Howard>: There’s a lot of tedious setup, but once we get through that it should go quicker.
<Penny>: Is there anything we can do to help?
<Leonard>: You know what, this part isn’t that technical. You actually could.
<Penny>: Wow, really? Called my bluff. All righty then.
<Bernadette>:",Can we really help?,"We’re almost done.

Bernadette: I’ve got a problem.

Bernadette: There’s a piece of metal that’s sticking out of the machine.

Bern"
S09E19,1.0,Howard,"<Leonard>: Good. Slow.
<Howard>: There’s a lot of tedious setup, but once we get through that it should go quicker.
<Penny>: Is there anything we can do to help?
<Leonard>: You know what, this part isn’t that technical. You actually could.
<Penny>: Wow, really? Called my bluff. All righty then.
<Bernadette>: Can we really help?
<Howard>:","While we finish soldering these boards, it’d be great if you guys could wrap these pipe fittings with Teflon tape.","I’m not saying we can’t.
<Leonard>: But we’re not the experts.
<Penny>: (pauses) I’m going to go for a walk.
<"
S09E19,1.0,Leonard,"<Howard>: There’s a lot of tedious setup, but once we get through that it should go quicker.
<Penny>: Is there anything we can do to help?
<Leonard>: You know what, this part isn’t that technical. You actually could.
<Penny>: Wow, really? Called my bluff. All righty then.
<Bernadette>: Can we really help?
<Howard>: While we finish soldering these boards, it’d be great if you guys could wrap these pipe fittings with Teflon tape.
<Leonard>:",I’ll show you how to do one.,"Teflon tape? I don’t know about that.
<Bernadette>: Maybe we could just use hot glue.
<Leonard>: Oh, I see your point.
<Howard>:"
